movie_id,title,main_link,img_link,img_path,pub_year,user_rating,summary,nation,genre,E,I,S,N,F,T,P,J
171539,그린 북,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171539,https://movie.naver.com/movie/bi/mi/photoViewPopup.nhn?movieCode=171539,./img/171539.jpg,2019.0,9.59,1962년 미국 입담과 주먹만 믿고 살아가던 토니 발레롱가비고 모텐슨는 교양과 우아함 그 자체인천재 피아니스트 돈 셜리마허샬라 알리 박사의 운전기사 면접을 보게 된다.백악관에도 초청되는 등 미국 전역에서 콘서트 요청을 받으며 명성을 떨치고 있는 돈 셜리는위험하기로 소문난 미국 남부 투어 공연을 떠나기로 결심하고투어 기간 동안 자신의 보디가드 겸 운전기사로 토니를 고용한다.거친 인생을 살아온 토니 발레롱가와 교양과 기품을 지키며 살아온 돈 셜리 박사.생각 행동 말투 취향까지 달라도 너무 다른 두 사람은그들을 위한 여행안내서 그린북에 의존해 특별한 남부 투어를 시작하는데,미국,드라마,0.14385517680048943,0.31172798831462856,0.1769042543411255,0.15432846722602844,0.07480699253082275,0.1658204565346241,0.1086399598121643,0.05995525284608205
174830,가버나움,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174830,https://movie.naver.com/movie/bi/mi/photoViewPopup.nhn?movieCode=174830,./img/174830.jpg,2019.0,9.59,나를 세상에 태어나게 한 부모님을 고소하고 싶어요...출생기록조차 없이 살아온 어쩌면 12살 소년 자인으로부터,"레바논,프랑스",드라마,0.23730025210380554,0.3161478902816772,0.1929216943025589,0.17566542205810548,0.2023173514207204,0.22470450350642204,0.11133608030279478,0.13463954989115398
192613,디지몬 어드벤처 라스트 에볼루션  인연,https://movie.naver.com/movie/bi/mi/basic.nhn?code=192613,https://movie.naver.com/movie/bi/mi/photoViewPopup.nhn?movieCode=192613,./img/192613.jpg,2021.0,9.54,컴퓨터 모니터를 통해 세상 밖으로 나온 의문의 알.타이치와 히카리 남매 앞에 디지몬과의 신비롭고 운명적인 만남이 펼쳐진다.디지몬 어드벤처  운명적 만남우리들의 끈끈한 인연을 보여주자.대학생 타이치와 다른 선택받은 아이들은 모두 각자의 자리에서 저마다의 삶을 살아가고 있다.그러던 어느 날 전 세계의 선택받은 아이들에게 의문의 사건이 일어나기 시작한다.에오스몬이라 불리는 디지몬에 그 원인이 있음을 알게 된 타이치 일동은 에오스몬을 제압하려 하지만 이내 아구몬을 비롯한 디지몬들의 진화에 문제가 발생하는데세상의 이변에서 다시 한번 친구들을 구할 수 있을까디지몬 어드벤처  라스트 에볼루션 인연,일본,"애니메이션,모험",0.1282324544429779,0.19487513114213945,0.07309686162471771,0.08091502068042755,0.13279777201016743,0.04109297828376293,-0.10275387334823609,0.04895231986045837
144906,베일리 어게인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144906,https://movie.naver.com/movie/bi/mi/photoViewPopup.nhn?movieCode=144906,./img/144906.jpg,2018.0,9.52,귀여운 소년 이든의 단짝 반려견 베일리는 행복한 생을 마감한다.하지만 눈을 떠보니 다시 시작된 견생 2회차 아니 3회차1등 경찰견 엘리에서 찰떡같이 마음을 알아주는 소울메이트 티노까지다시 태어날 때마다 성별과 생김새 직업에 이름도 바뀌지만여전히 영혼만은 사랑 충만 애교 충만 주인바라기 베일리어느덧 견생 4회차 방랑견이 되어 떠돌던 베일리는마침내 자신이 돌아온 진짜 이유를 깨닫고 어딘가로 달려가기 시작하는데,미국,"모험,코미디,드라마",0.07517090358734131,0.25315975804328916,0.05555114068984986,0.0466749015212059,0.1240742150147756,0.04982889020442963,-0.1600540883143743,0.04202439997593562
151196,원더,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151196,https://movie.naver.com/movie/bi/mi/photoViewPopup.nhn?movieCode=151196,./img/151196.jpg,2021.0,9.52,누구보다 위트 있고 호기심 많은 매력 부자 어기제이콥 트렘블레이.하지만 남들과 다른 외모로 태어난 어기는 모두가 좋아하는 크리스마스 대신 얼굴을 감출 수 있는 할로윈을 더 좋아한다.10살이 된 아들에게 더 큰 세상을 보여주고 싶었던 엄마 이사벨줄리아 로버츠과 아빠 네이트오웬 윌슨는 어기를 학교에 보낼 준비를 하고 동생에게 모든 것을 양보해왔지만 누구보다 그를 사랑하는 누나 비아도 어기의 첫걸음을 응원해준다.그렇게 가족이 세상의 전부였던 어기는 처음으로 헬멧을 벗고 낯선 세상에 용감하게 첫발을 내딛지만 첫날부터 남다른 외모로 화제의 주인공이 되고 사람들의 시선에 큰 상처를 받는다.그러나 어기는 27번의 성형수술을 견뎌낸 긍정적인 성격으로 다시 한번 용기를 내고 주변 사람들도 하나둘 변하기 시작하는데...,미국,드라마,0.19820126810073851,0.29527384002208706,0.17791999795436858,0.13766026077270507,0.16734259259700776,0.20525744879245758,0.11198045245806376,0.10052380824089051
175092,먼 훗날 우리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175092,https://movie.naver.com/movie/bi/mi/photoViewPopup.nhn?movieCode=175092,./img/175092.jpg,,9.51,2007년 춘절 귀향하는 기차에서 처음 만나 친구가 된 린젠칭정백연과 팡샤오샤오주동우. 베이징에서 함께 꿈을 나누며 연인으로 발전하지만 현실의 장벽 앞에 결국 가슴 아픈 이별을 하게 된다. 10년이 흐른 후 두 사람은 북경행 비행기에서 운명처럼 재회하고 지난 시간들을 돌아보며 추억을 이야기하기 시작하는데,중국,"드라마,멜로/로맨스",0.16537952342033385,0.23960347433090207,0.11246517815589904,0.10870484290122986,0.18256681593259175,0.11775299111008644,-0.02577038797736168,0.09881050252914429
169240,아일라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169240,https://movie.naver.com/movie/bi/mi/photoViewPopup.nhn?movieCode=169240,./img/169240.jpg,2018.0,9.51,1950년 한국전쟁에 파병된 슐레이만은 칠흑 같은 어둠 속 홀로 남겨진 5살 소녀를 발견한다.전쟁과 부모를 잃은 충격 속에 말을 잃은 소녀. 슐레이만은 소녀에게 터키어로 달이라는 뜻의 아일라라는 이름을 지어주고 함께 부대로 향한다. 서로에게 무엇과도 바꿀 수 없는 가장 소중한 존재가 된 두 사람. 그러나 행복도 잠시 슐레이만은 종전과 함께 고국으로 돌아가라는 명령을 받게 되고 아일라를 끝까지 지켜내기 위해 모두의 반대 속에 자신의 선택을 감행하게 되는데전 세계를 감동시킨 위대한 이야기가 찾아온다,"한국,터키","드라마,전쟁",0.06355654516220093,0.29666596312522886,0.0937106541633606,0.06827399162054062,0.1357975198030472,0.16795927608013153,-0.04579985209306081,0.06685563786824544
157243,당갈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=157243,https://movie.naver.com/movie/bi/mi/photoViewPopup.nhn?movieCode=157243,./img/157243.jpg,2018.0,9.49,전직 레슬링 선수였던 마하비르 싱 포갓아미르 칸은 아버지의 반대로 금메달의 꿈을 이루지 못한 채 레슬링을 포기한다.아들을 통해 꿈을 이루겠다는 생각은 내리 딸만 넷이 태어나면서 좌절된다.그러던 어느 날 두 딸이 또래 남자아이들을 신나게 때린 모습에서 잠재력을 발견하고 레슬링 특훈에 돌입한다.사람들의 따가운 시선과 조롱에도 불구하고 첫째 기타파티마 사나 셰이크와 둘째 바비타산야 말호트라는아버지의 훈련 속에 재능을 발휘 승승장구 승리를 거두며 국가대표 레슬러로까지 성장해 마침내 국제대회에 출전하는데...,인도,"드라마,액션",0.10007275708913803,0.27913253564834595,0.16047121205329895,0.10553123531341553,0.04726474540432294,0.09411827051639557,0.08805414966742198,0.018847349921862284
181710,포드 V 페라리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181710,https://movie.naver.com/movie/bi/mi/photoViewPopup.nhn?movieCode=181710,./img/181710.jpg,2019.0,9.48,1960년대 매출 감소에 빠진 포드는 판매 활로를 찾기 위해스포츠카 레이스를 장악한 절대적 1위 페라리와의 인수 합병을 추진한다.막대한 자금력에도 불구 계약에 실패하고 엔초 페라리로부터 모욕까지 당한 헨리 포드 2세는르망 24시간 레이스에서 페라리를 박살 낼 차를 만들 것을 지시한다. 불가능을 즐기는 두 남자를 주목하라세계 3대 자동차 레이싱 대회이자 지옥의 레이스로 불리는 르망 24시간 레이스.출전 경험조차 없는 포드는 대회 6연패를 차지한 페라리에 대항하기 위해르망 레이스 우승자 출신 자동차 디자이너 캐롤 셸비맷 데이먼를 고용하고 그는 누구와도 타협하지 않지만 열정과 실력만큼은 최고인 레이서 켄 마일스크리스찬 베일를 자신의 파트너로 영입한다.포드의 경영진은 제 멋대로인 켄 마일스를 눈엣가시처럼 여기며자신들의 입맛에 맞춘 레이스를 펼치기를 강요하지만두 사람은 어떤 간섭에도 굴하지 않고 불가능을 뛰어넘기 위한 질주를 시작하는데그 어떤 각본보다 놀라운 실화가 펼쳐진다,미국,"액션,드라마",0.11588767983913421,0.2953213330030441,0.2221404574155807,0.20012354431152346,0.07408183497190475,0.12061670558154583,0.2266068302790324,0.07678159936269124
196843,극장판 바이올렛 에버가든,https://movie.naver.com/movie/bi/mi/basic.nhn?code=196843,https://movie.naver.com/movie/bi/mi/photoViewPopup.nhn?movieCode=196843,./img/196843.jpg,2020.0,9.48,친애하는 길베르트 소령님오늘도 또 당신을 떠올리고 말았습니다. 무엇을 보든 무엇을 하든 당신이 떠오릅니다. 시간이 지나도 당신과 보냈던 기억은 선명하게 되살아납니다. 당신은 날 곁에 두었고 아무것도 모르는 제게 살아가는 방법을 가르쳐 주셨고처음으로 사랑이라는 감정을 알려주셨습니다. 그래서 이렇게 또 편지를 쓰게 됩니다. 언젠가 이 편지가 당신에게 닿기를 바라며,일본,"애니메이션,드라마,판타지",0.03043026396036148,0.24388205070495603,0.11004081585407258,0.05719610778093338,0.09609067496657371,0.06497552753984928,-0.09411844182014466,0.04014248762528102
